customer_id,age,city,website_visits,instagram_engagement,interested_model,ad_clicks,brochure_download,income_lpa,configurator_used,test_drive,purchase,cluster,persona,intent_score,journey_stage,next_action
6240,60,Bangalore,6,76,BMW i4,6,1,87.60270759261368,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6241,55,Gurgaon,37,5,BMW X3,12,0,74.11425330813067,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6242,51,Gurgaon,14,1,BMW 3 Series,11,1,66.4618854498598,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6243,27,Bangalore,9,16,BMW 3 Series,1,1,42.78950417846686,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6244,38,Mumbai,19,87,BMW X1,6,0,58.95269914719694,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
6245,60,Bangalore,23,11,BMW X5,6,1,85.07075596306854,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6246,46,Gurgaon,28,43,BMW i4,14,1,58.51000186760484,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6247,26,Delhi,16,53,BMW X1,8,1,44.267569806455484,0,0,0,1,Aspiring Techie,5,Aware,Retargeting Ads
6248,26,Bangalore,26,77,BMW 3 Series,5,0,38.968071703494985,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6249,41,Gurgaon,38,6,BMW X3,9,1,51.96635726024998,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6250,37,Bangalore,25,89,BMW X3,10,1,59.09811980300647,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
6251,62,Gurgaon,35,31,BMW X5,9,0,76.35069479942572,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6252,58,Mumbai,5,28,BMW X5,8,0,72.75587267668122,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6253,61,Gurgaon,7,45,BMW 3 Series,2,0,88.29516977088923,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6254,30,Pune,23,72,BMW X5,7,0,38.71081501172184,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6255,26,Delhi,25,77,BMW X5,3,0,37.97334658998886,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6256,63,Gurgaon,1,52,BMW X3,13,0,80.96969471914115,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6257,23,Bangalore,22,80,BMW i4,10,0,36.512887697577206,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6258,30,Bangalore,4,24,BMW X3,0,0,42.362679629026495,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6259,64,Gurgaon,28,52,BMW X3,6,0,81.71296421382448,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6260,57,Pune,14,93,BMW 3 Series,12,1,80.60001417058355,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6261,43,Gurgaon,33,28,BMW 3 Series,2,0,64.80140110708182,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6262,43,Mumbai,4,92,BMW i4,3,0,57.24042122365195,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6263,43,Pune,11,81,BMW X1,2,0,63.41065445439431,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6264,55,Gurgaon,39,94,BMW X5,5,1,88.63466851077733,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6265,50,Delhi,32,82,BMW X5,9,0,69.89449271169286,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6266,59,Pune,4,80,BMW X3,12,0,80.78262658108525,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6267,54,Gurgaon,1,5,BMW X3,0,1,74.37317297328082,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6268,39,Delhi,26,75,BMW i4,12,0,56.99872852986257,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6269,28,Gurgaon,33,37,BMW X5,9,0,43.31739359497391,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6270,22,Mumbai,17,2,BMW X3,14,0,27.395097123821714,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
6271,54,Bangalore,27,34,BMW X3,12,1,76.27401370500704,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6272,22,Gurgaon,5,54,BMW 3 Series,14,0,33.105688352614706,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6273,45,Pune,7,46,BMW X1,6,0,58.542800660587474,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6274,25,Gurgaon,25,32,BMW i4,9,0,32.953376881679375,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
6275,25,Gurgaon,8,92,BMW X1,13,0,34.2799787405533,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6276,39,Gurgaon,34,2,BMW X1,7,1,65.1376274330758,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6277,48,Gurgaon,4,68,BMW i4,2,1,64.52425016150931,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6278,64,Pune,12,58,BMW X5,8,1,84.17919297788683,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6279,53,Pune,31,77,BMW X3,1,0,78.29769524449996,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6280,54,Gurgaon,11,99,BMW i4,14,0,79.00009607394557,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6281,49,Bangalore,37,91,BMW X3,9,1,65.79675275915992,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6282,63,Gurgaon,36,95,BMW 3 Series,10,0,80.55071558196661,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6283,62,Pune,22,17,BMW X1,9,0,91.83339278271589,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6284,57,Mumbai,1,76,BMW 3 Series,8,0,80.8679429935099,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6285,27,Gurgaon,4,65,BMW X1,11,0,39.349898331148694,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6286,37,Gurgaon,36,24,BMW X5,4,0,61.65017497578653,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6287,55,Gurgaon,8,19,BMW i4,5,1,73.92064118138323,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6288,44,Gurgaon,25,70,BMW X5,13,0,59.18495387399224,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6289,63,Delhi,28,74,BMW X1,1,0,80.14929552184464,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6290,45,Gurgaon,38,68,BMW 3 Series,4,0,57.33754088627712,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6291,34,Pune,36,28,BMW X1,5,1,51.56719142274433,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6292,39,Pune,36,17,BMW X5,4,1,40.45390386643909,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
6293,34,Delhi,4,71,BMW X5,13,0,44.53937790045693,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6294,58,Gurgaon,13,26,BMW 3 Series,3,0,79.29405130656329,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6295,64,Bangalore,38,41,BMW 3 Series,7,0,92.6165100617163,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6296,60,Gurgaon,25,65,BMW X5,1,0,84.98221113040125,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6297,63,Pune,3,98,BMW X1,14,0,91.75963439306236,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6298,38,Mumbai,32,25,BMW X1,0,0,54.90343130525683,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6299,36,Mumbai,39,22,BMW i4,1,0,63.406643729254405,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6300,39,Bangalore,1,4,BMW X5,12,0,48.472141444641636,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6301,44,Gurgaon,11,79,BMW i4,10,0,58.9879293961301,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6302,51,Delhi,2,10,BMW X5,3,1,75.26302076326533,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6303,55,Gurgaon,5,18,BMW i4,0,0,76.72935625266786,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6304,25,Bangalore,22,79,BMW X3,8,0,35.65871251488374,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6305,24,Bangalore,13,95,BMW X1,12,0,40.20498349770854,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6306,28,Bangalore,23,11,BMW X1,0,0,40.504111428053214,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6307,39,Mumbai,31,1,BMW X3,4,0,54.46243421720961,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6308,63,Gurgaon,35,42,BMW 3 Series,7,0,95.02029389474777,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6309,28,Gurgaon,38,21,BMW X3,8,0,48.62727960690816,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6310,61,Delhi,35,25,BMW X1,8,0,86.31952085108495,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6311,27,Bangalore,13,32,BMW X5,7,0,45.1817336838996,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6312,43,Bangalore,7,23,BMW i4,5,0,55.975919532092675,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6313,22,Pune,5,68,BMW X1,5,0,31.571100854233094,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6314,25,Pune,29,20,BMW X3,12,0,43.03986151423221,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6315,64,Mumbai,8,45,BMW X5,11,0,91.51532035586035,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6316,50,Gurgaon,8,17,BMW X1,8,1,74.87275392423686,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6317,42,Delhi,7,4,BMW X3,1,1,58.03654909584883,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6318,47,Delhi,19,7,BMW X1,2,0,61.96303839559394,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
6319,35,Bangalore,39,84,BMW X3,5,1,54.11081672770574,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6320,30,Delhi,23,56,BMW X3,7,0,38.73935694687418,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6321,33,Bangalore,36,4,BMW X1,6,0,47.23283587531094,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6322,63,Gurgaon,32,12,BMW X5,7,1,91.25319566596605,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6323,27,Delhi,4,82,BMW X1,4,0,39.54501448343723,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6324,41,Bangalore,30,92,BMW X1,8,0,62.80140601392563,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6325,45,Gurgaon,39,65,BMW X5,5,1,53.56751954081568,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6326,48,Gurgaon,5,36,BMW X1,11,1,66.50951182844358,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6327,59,Bangalore,3,89,BMW i4,13,1,75.13249266525105,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6328,29,Bangalore,22,28,BMW i4,9,0,34.95252898604936,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
6329,22,Mumbai,28,68,BMW i4,12,1,32.9149769670898,1,0,0,1,Aspiring Techie,15,Warm Lead,Personalized Email
6330,45,Gurgaon,22,31,BMW X3,1,0,63.40769897221725,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6331,28,Bangalore,22,47,BMW 3 Series,5,1,41.79859691999872,1,1,0,2,Window Shopper,15,Hot Lead,Immediate Sales Call
6332,40,Gurgaon,34,1,BMW X1,10,0,58.69326369963949,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6333,43,Delhi,29,68,BMW 3 Series,3,0,64.10350791777086,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6334,56,Pune,13,96,BMW i4,4,0,79.01631659442481,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6335,51,Pune,7,50,BMW X5,4,0,70.90602666216037,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6336,50,Bangalore,10,34,BMW i4,0,0,71.60591517155513,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6337,43,Bangalore,28,82,BMW X1,9,0,54.34508794340538,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6338,32,Gurgaon,4,14,BMW 3 Series,4,0,42.0013652560528,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6339,41,Bangalore,32,98,BMW 3 Series,9,1,53.64977892383165,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6340,50,Gurgaon,22,71,BMW X3,10,0,70.05749268078246,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6341,62,Bangalore,20,64,BMW X5,8,0,88.55334163966293,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6342,63,Gurgaon,20,37,BMW i4,14,0,93.85377155472466,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6343,55,Bangalore,6,85,BMW X5,7,1,78.05940805610084,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6344,22,Mumbai,9,16,BMW X1,7,1,28.22692314540582,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6345,52,Gurgaon,28,79,BMW X3,2,0,73.97981340295041,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6346,51,Mumbai,13,44,BMW i4,8,1,75.08907219744282,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6347,39,Mumbai,31,0,BMW X1,8,0,54.170280856261606,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6348,38,Mumbai,39,2,BMW X5,9,0,54.01464715069114,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6349,59,Mumbai,14,69,BMW X3,14,0,85.34267132061512,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6350,35,Delhi,22,51,BMW i4,6,0,51.231561608106816,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6351,44,Pune,37,52,BMW X5,5,0,63.297955923590756,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6352,46,Delhi,24,2,BMW i4,8,0,63.35570272270132,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6353,36,Bangalore,8,93,BMW X3,10,0,58.73718620424323,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6354,43,Bangalore,15,46,BMW X3,5,0,54.033098190539576,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6355,24,Pune,6,74,BMW X5,2,0,37.47162952585735,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6356,40,Pune,23,90,BMW i4,14,1,55.585351075182345,1,1,0,1,Aspiring Techie,15,Hot Lead,Immediate Sales Call
6357,55,Pune,25,85,BMW 3 Series,5,1,73.11639721422193,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6358,56,Mumbai,31,5,BMW X1,10,1,71.4039296879081,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6359,22,Delhi,29,45,BMW X3,1,0,43.003938514878044,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6360,42,Bangalore,23,94,BMW i4,1,0,58.59421877580306,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6361,50,Delhi,10,60,BMW X5,11,1,66.38643009028381,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6362,27,Delhi,9,42,BMW X5,6,1,46.36683582697829,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6363,58,Delhi,13,55,BMW X3,7,1,79.56347364391988,0,0,0,0,Luxury Veteran,5,Cold Lead,Brand Awareness
6364,22,Pune,32,69,BMW X3,6,0,27.774583362430853,1,0,0,1,Aspiring Techie,10,Aware,Retargeting Ads
6365,22,Pune,1,19,BMW 3 Series,4,0,26.763305205838858,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6366,48,Bangalore,1,46,BMW X5,3,0,66.89261302109024,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6367,42,Bangalore,37,53,BMW i4,7,0,63.060793366267085,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6368,37,Bangalore,18,40,BMW X1,11,1,53.93363235158828,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6369,61,Delhi,36,74,BMW X1,8,0,76.05257229447241,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6370,47,Pune,31,65,BMW 3 Series,6,0,71.05235705507724,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6371,37,Mumbai,1,30,BMW i4,0,0,50.42830521284468,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6372,49,Delhi,36,63,BMW X1,3,0,79.46076015605502,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6373,22,Gurgaon,9,89,BMW X1,12,0,35.578718636131036,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6374,57,Delhi,22,90,BMW i4,3,1,80.87441940875668,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6375,31,Pune,28,57,BMW i4,9,0,52.78309618494772,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6376,64,Gurgaon,26,54,BMW X3,2,0,88.14974410869088,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6377,38,Delhi,10,45,BMW X1,3,0,55.29592138912968,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6378,44,Pune,3,94,BMW X1,8,0,66.45598433691791,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6379,28,Pune,2,23,BMW 3 Series,12,0,42.09034732840737,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6380,28,Mumbai,37,76,BMW X3,0,0,44.585083658008514,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6381,36,Delhi,31,88,BMW X3,14,0,52.26218350443347,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6382,55,Pune,33,36,BMW X1,1,1,76.18084338369016,1,1,1,0,Luxury Veteran,15,Buyer,Service Package Offer
6383,25,Bangalore,32,40,BMW X5,6,0,44.171221084394965,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6384,35,Pune,12,24,BMW X5,13,0,45.95445261344717,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6385,35,Mumbai,3,28,BMW i4,8,1,49.69237408273114,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6386,37,Pune,26,30,BMW X3,6,1,51.872427821455034,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6387,28,Delhi,14,1,BMW X1,13,1,48.50388402212132,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6388,53,Delhi,12,11,BMW X1,0,0,72.94199826916942,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6389,40,Gurgaon,26,4,BMW X1,12,1,53.36069169041784,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6390,23,Delhi,16,60,BMW 3 Series,6,0,27.729868114525413,0,0,0,1,Aspiring Techie,0,Aware,Retargeting Ads
6391,31,Gurgaon,8,90,BMW X5,5,0,52.90802599897589,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6392,38,Bangalore,28,55,BMW 3 Series,12,1,55.51967160386649,1,1,1,1,Aspiring Techie,15,Buyer,Service Package Offer
6393,58,Mumbai,7,97,BMW X1,0,0,78.62285682539434,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
6394,33,Bangalore,15,77,BMW X1,0,1,49.14715792926331,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6395,27,Gurgaon,36,70,BMW X3,11,0,47.970762562847,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6396,43,Pune,8,36,BMW X3,1,0,63.77547159033345,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6397,53,Pune,10,35,BMW X5,5,0,64.165667638568,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6398,62,Bangalore,15,73,BMW i4,11,1,87.35646891751726,0,0,1,0,Luxury Veteran,5,Buyer,Service Package Offer
6399,41,Pune,18,28,BMW X1,12,0,50.29179066722601,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6400,22,Gurgaon,37,79,BMW X3,3,0,39.96947061166776,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6401,27,Mumbai,35,37,BMW X5,3,0,40.08660245138112,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6402,40,Delhi,2,84,BMW 3 Series,5,1,61.67624491318465,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6403,39,Gurgaon,22,40,BMW X1,8,1,60.815702039788775,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6404,27,Gurgaon,15,32,BMW i4,0,0,39.25861262055355,0,0,0,2,Window Shopper,0,Cold Lead,Brand Awareness
6405,54,Delhi,37,92,BMW X5,13,0,74.72017863475678,1,1,0,0,Luxury Veteran,10,Hot Lead,Immediate Sales Call
6406,44,Delhi,39,80,BMW i4,1,0,63.94239987308562,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6407,44,Mumbai,36,12,BMW X1,7,1,59.17943986935859,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6408,47,Mumbai,5,5,BMW X5,7,1,62.73811260264579,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6409,34,Mumbai,15,65,BMW X3,10,1,53.06087877124058,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6410,28,Pune,27,7,BMW i4,10,0,50.001597118040905,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6411,36,Gurgaon,16,63,BMW 3 Series,5,1,47.37335764361835,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6412,48,Delhi,36,95,BMW 3 Series,5,0,70.14951179167835,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6413,47,Gurgaon,38,99,BMW i4,11,0,65.21898924056816,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6414,54,Gurgaon,18,8,BMW X1,7,0,78.18154258834502,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6415,36,Mumbai,35,22,BMW X1,1,0,55.502761289309646,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6416,57,Mumbai,25,70,BMW X1,1,0,79.94518091427307,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6417,48,Gurgaon,22,94,BMW 3 Series,12,0,60.4113798719333,1,1,0,1,Aspiring Techie,10,Hot Lead,Immediate Sales Call
6418,26,Mumbai,31,20,BMW 3 Series,0,0,50.55465103996494,1,1,1,2,Window Shopper,10,Buyer,Service Package Offer
6419,23,Pune,37,0,BMW X3,14,0,37.10894448444299,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6420,54,Delhi,34,45,BMW X1,5,0,73.4090923701992,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6421,37,Gurgaon,23,61,BMW 3 Series,14,0,57.82632247242377,1,1,1,1,Aspiring Techie,10,Buyer,Service Package Offer
6422,44,Delhi,16,1,BMW 3 Series,5,1,53.588339151101096,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6423,59,Pune,6,74,BMW X1,13,0,84.7061863803577,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6424,37,Mumbai,15,81,BMW X1,5,1,59.28626344754175,0,0,1,1,Aspiring Techie,5,Buyer,Service Package Offer
6425,35,Bangalore,18,43,BMW 3 Series,12,0,45.853525867245,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
6426,50,Pune,38,87,BMW i4,10,0,72.07529227105297,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6427,47,Bangalore,13,82,BMW 3 Series,1,0,66.03023644167821,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6428,56,Delhi,24,4,BMW X3,6,0,79.122442391467,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6429,36,Gurgaon,13,92,BMW X5,2,0,45.715347125203216,0,0,0,1,Aspiring Techie,0,Cold Lead,Brand Awareness
6430,24,Mumbai,1,38,BMW X1,0,1,45.0459895387853,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6431,44,Pune,36,65,BMW X3,0,0,66.30065918544896,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6432,50,Mumbai,18,80,BMW i4,13,0,64.78608741426109,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6433,55,Bangalore,33,44,BMW X5,14,0,73.50907662483782,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6434,54,Bangalore,38,74,BMW 3 Series,8,0,79.91434449353002,1,1,1,0,Luxury Veteran,10,Buyer,Service Package Offer
6435,62,Gurgaon,6,12,BMW X1,2,0,86.23052889073338,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6436,62,Bangalore,17,92,BMW 3 Series,7,0,81.14639094237172,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6437,44,Gurgaon,4,31,BMW X3,14,0,63.87104305829495,0,0,1,2,Window Shopper,0,Buyer,Service Package Offer
6438,28,Pune,14,42,BMW X1,9,1,41.636357860830174,0,0,0,2,Window Shopper,5,Cold Lead,Brand Awareness
6439,24,Gurgaon,30,7,BMW 3 Series,6,0,32.73216871659292,1,0,0,2,Window Shopper,10,Aware,Retargeting Ads
6440,53,Bangalore,20,73,BMW X1,12,0,72.43801320654303,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6441,52,Delhi,8,88,BMW X3,1,0,74.79440274720895,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6442,39,Gurgaon,2,58,BMW 3 Series,1,0,53.49294107938751,0,0,1,1,Aspiring Techie,0,Buyer,Service Package Offer
6443,64,Mumbai,37,10,BMW X5,3,1,89.41401192674434,1,1,0,0,Luxury Veteran,15,Hot Lead,Immediate Sales Call
6444,28,Delhi,4,27,BMW i4,1,1,48.22284335957615,0,0,1,2,Window Shopper,5,Buyer,Service Package Offer
6445,62,Gurgaon,10,96,BMW 3 Series,4,0,88.1087449362353,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6446,22,Mumbai,20,38,BMW X1,11,0,38.75263459421265,0,0,0,2,Window Shopper,0,Aware,Retargeting Ads
6447,35,Delhi,35,25,BMW 3 Series,9,1,45.92648964509057,1,1,1,2,Window Shopper,15,Buyer,Service Package Offer
6448,53,Gurgaon,10,71,BMW X1,11,0,72.2942246591735,0,0,1,0,Luxury Veteran,0,Buyer,Service Package Offer
6449,27,Pune,28,25,BMW X3,6,0,43.395276916413216,1,1,0,2,Window Shopper,10,Hot Lead,Immediate Sales Call
6450,60,Mumbai,15,31,BMW i4,1,0,81.74514113257747,0,0,0,0,Luxury Veteran,0,Cold Lead,Brand Awareness
